season,stage,date,match_id,home_team_id,away_team_id,home_player_X1,home_player_X2,home_player_X3,home_player_X4,home_player_X5,home_player_X6,home_player_X7,home_player_X8,home_player_X9,home_player_X10,home_player_X11,away_player_X1,away_player_X2,away_player_X3,away_player_X4,away_player_X5,away_player_X6,away_player_X7,away_player_X8,away_player_X9,away_player_X10,away_player_X11,home_player_Y1,home_player_Y2,home_player_Y3,home_player_Y4,home_player_Y5,home_player_Y6,home_player_Y7,home_player_Y8,home_player_Y9,home_player_Y10,home_player_Y11,away_player_Y1,away_player_Y2,away_player_Y3,away_player_Y4,away_player_Y5,away_player_Y6,away_player_Y7,away_player_Y8,away_player_Y9,away_player_Y10,away_player_Y11,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,on_target_shot_home_team,on_target_shot_away_team,off_target_shot_home_team,off_target_shot_away_team,foul_home_team,foul_away_team,yellow_card_home_team,yellow_card_away_team,red_card_home_team,red_card_away_team,crosses_home_team,crosses_away_team,corner_home_team,corner_away_team,possession_home_team,possession_away_team,home_team_goal,away_team_goal
2011/2012,12,2011-11-21 00:00:00,57386,8586,10252,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,10,10,30380,159833.0,26108,30354,40006.0,30895,24223.0,31097.0,31921.0,30840.0,30960.0,24224,33863.0,24211.0,24751,24136.0,32870.0,110947.0,38609.0,23264.0,23949.0,34466.0,5,3,14,4,4,5,0,2,0,0,34,17,11,3,57.0,43.0,2,0
2011/2012,12,2011-11-19 00:00:00,32161,8659,8559,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,10,10,24147,23922.0,32441,26527,23282.0,23257,24171.0,71502.0,23954.0,24737.0,23293.0,23932,287223.0,23783.0,24166,24728.0,38856.0,35532.0,24780.0,155384.0,23934.0,30753.0,6,6,6,4,12,10,1,0,0,0,27,14,7,5,55.0,45.0,2,1
2011/2012,12,2011-11-19 00:00:00,51473,8528,8655,1,2,4,6,8,5,4,6,3,5,7,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,5,7,7,10,10,10,1,3,3,3,3,7,7,7,7,9,11,25156,26631.0,25948,41071,111865.0,101192,40015.0,25415.0,118929.0,77727.0,106228.0,30622,30658.0,202180.0,23837,30739.0,213711.0,109621.0,23916.0,113465.0,30342.0,24160.0,7,0,10,4,13,12,2,3,0,0,18,4,7,3,61.0,39.0,3,3
2011/2012,13,2011-11-26 00:00:00,34083,9825,9879,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,169718,30986.0,35606,26005,78541.0,23678,24011.0,31013.0,75489.0,3520.0,30843.0,30633,43247.0,30890.0,26777,24130.0,38229.0,30338.0,25253.0,30956.0,24741.0,41008.0,13,7,9,4,10,9,1,3,0,0,28,13,13,4,58.0,42.0,1,1
2011/2012,13,2011-11-26 00:00:00,39764,8559,8668,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,9,11,23932,24166.0,23783,40128,24728.0,155384,35532.0,24780.0,38856.0,23934.0,30753.0,31465,24023.0,23268.0,30839,24846.0,77690.0,39618.0,24006.0,10491.0,30876.0,30735.0,5,13,2,4,11,12,1,1,1,0,16,19,2,4,40.0,60.0,0,2
2011/2012,13,2011-11-26 00:00:00,50371,8455,8602,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,7,11,30859,31306.0,52133,30627,38834.0,79574,25923.0,212470.0,41468.0,51553.0,30822.0,36283,40022.0,32581.0,34193,23435.0,23538.0,24676.0,35466.0,31317.0,33138.0,32627.0,12,3,7,6,9,10,1,2,0,0,22,10,9,2,53.0,47.0,3,0
2011/2012,13,2011-11-27 00:00:00,42758,8650,8456,1,2,4,6,8,5,2,4,6,8,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,5,7,7,7,7,11,1,3,3,3,3,6,6,8,8,8,11,30660,34036.0,22764,25984,37475.0,95327,37139.0,39109.0,156008.0,30892.0,40636.0,31432,24208.0,39027.0,33086,31291.0,36615.0,23782.0,38807.0,37459.0,26181.0,37412.0,9,2,13,4,12,16,1,4,0,0,35,14,8,5,56.0,44.0,1,1
2011/2012,13,2011-11-26 00:00:00,58063,10260,10261,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,9,11,182917,150176.0,30620,30865,32569.0,40945,24154.0,34944.0,23354.0,30829.0,70409.0,24229,49571.0,24228.0,30929,24890.0,39968.0,40565.0,26160.0,33852.0,26163.0,35411.0,15,5,12,4,12,15,1,4,0,0,29,12,11,3,70.0,30.0,1,1
2011/2012,13,2011-11-26 00:00:00,36359,9850,10172,1,2,4,6,8,2,4,6,8,4,6,1,4,6,8,2,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,9,11,40602,24903.0,23115,67850,23727.0,23629,23528.0,24583.0,47194.0,24693.0,37166.0,24634,24740.0,24744.0,23311,30357.0,32084.0,23070.0,97657.0,63520.0,30367.0,24101.0,8,5,9,11,18,8,1,0,0,0,16,14,6,4,49.0,51.0,2,1
2011/2012,13,2011-11-26 00:00:00,57804,10194,8655,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,9,11,23794,23369.0,40695,38899,47418.0,34601,23253.0,25668.0,24773.0,33881.0,30830.0,30622,241728.0,202180.0,23837,30739.0,213711.0,109621.0,23916.0,113465.0,113631.0,24160.0,2,8,4,9,12,7,0,0,0,0,24,12,2,6,56.0,44.0,3,1
2011/2012,13,2011-11-26 00:00:00,47234,8472,8528,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,5,4,6,3,5,7,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,5,7,7,10,10,10,24064,24150.0,36786,34275,30362.0,25150,35443.0,160243.0,33468.0,30352.0,36410.0,25156,25948.0,41071.0,26631,111865.0,101192.0,106228.0,118929.0,25415.0,40015.0,77727.0,9,1,5,2,8,8,3,1,0,0,16,9,3,2,49.0,51.0,1,2
2011/2012,13,2011-11-27 00:00:00,32569,10003,10252,1,2,4,6,8,1,3,5,7,9,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,6,6,8,8,8,11,37193,89185.0,23377,24948,102356.0,23305,23882.0,47558.0,23849.0,23991.0,38759.0,24224,32870.0,24751.0,24211,24136.0,110947.0,78324.0,29581.0,34466.0,23264.0,23949.0,3,4,3,8,9,18,3,4,0,0,16,24,4,6,55.0,45.0,0,0
2011/2012,13,2011-11-26 00:00:00,30126,8659,8586,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,9,11,24147,23922.0,32441,26527,23282.0,23257,71502.0,24171.0,23954.0,24737.0,23293.0,30380,159833.0,26108.0,30354,40006.0,30895.0,24223.0,156727.0,31921.0,30960.0,30348.0,5,12,4,8,12,12,2,1,0,0,19,20,1,11,42.0,58.0,1,3
2011/2012,14,2011-12-03 00:00:00,38464,10252,10260,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11,24224,32870.0,24751,24211,24136.0,30818,110947.0,161415.0,139671.0,23949.0,23264.0,26818,165823.0,30620.0,30865,32569.0,186137.0,34944.0,40945.0,30829.0,23354.0,70409.0,4,7,6,6,3,12,0,0,0,0,15,16,5,5,43.0,57.0,0,1
2011/2012,14,2011-12-03 00:00:00,39565,8655,10003,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,30622,241728.0,19020,23837,30739.0,213711,30342.0,23916.0,113465.0,113631.0,24160.0,37193,,23377.0,24948,102356.0,23849.0,23882.0,23305.0,47558.0,23991.0,23286.0,6,3,6,5,10,11,1,1,0,0,11,17,3,4,48.0,52.0,4,2
2011/2012,14,2011-12-04 00:00:00,40929,8668,10194,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,9,11,31465,24023.0,23268,30839,24846.0,77690,24006.0,39618.0,10491.0,30876.0,186975.0,23794,38697.0,38899.0,40695,47418.0,106910.0,24411.0,23253.0,24773.0,30830.0,33881.0,5,3,7,2,13,14,0,1,0,0,35,15,10,6,57.0,43.0,0,1
2011/2012,14,2011-12-05 00:00:00,34839,9879,8650,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,30633,33045.0,30890,26777,24130.0,25253,30338.0,38229.0,41008.0,30956.0,24741.0,30660,34036.0,22764.0,25984,37475.0,156008.0,95331.0,39109.0,33781.0,40636.0,47382.0,12,7,6,12,13,10,3,1,0,1,10,30,2,10,42.0,58.0,1,0
2011/2012,14,2011-12-03 00:00:00,43670,8456,9850,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,7,11,31432,24208.0,39027,30831,31291.0,36615,23782.0,37459.0,37412.0,26181.0,15403.0,40602,111800.0,23115.0,24903,23727.0,96456.0,23528.0,24583.0,47194.0,23629.0,37166.0,4,2,14,3,8,8,0,1,0,0,17,16,12,4,69.0,31.0,5,1
2011/2012,14,2011-12-03 00:00:00,48492,10261,8455,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,5,4,6,3,5,7,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,5,7,7,10,10,10,24229,49571.0,24228,30929,24890.0,39968,26160.0,40565.0,36412.0,26163.0,35411.0,30859,31306.0,52133.0,30627,38834.0,212470.0,79574.0,30631.0,51553.0,30822.0,41468.0,10,10,8,8,8,4,2,3,0,0,27,11,6,5,51.0,49.0,0,3
2011/2012,14,2011-12-03 00:00:00,54096,10172,8659,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,7,11,24634,30357.0,24744,24740,63520.0,32084,24205.0,97657.0,30367.0,35338.0,24101.0,24147,23922.0,26527.0,32441,23282.0,23954.0,32734.0,71502.0,24171.0,23257.0,23293.0,2,9,10,7,9,11,0,3,0,0,19,15,3,5,53.0,47.0,1,1
2011/2012,14,2011-12-03 00:00:00,48596,8586,8559,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,30380,159833.0,26108,38835,40006.0,30895,24223.0,31097.0,31921.0,30348.0,30960.0,23932,191616.0,23783.0,40128,24728.0,38856.0,35532.0,24780.0,155384.0,23934.0,30753.0,13,7,10,6,11,5,0,2,0,1,24,12,7,6,70.0,30.0,3,0
2011/2012,14,2011-12-03 00:00:00,49406,8528,9825,1,2,4,6,8,5,4,6,3,5,7,1,2,4,6,8,5,4,6,3,5,7,1,3,3,3,3,5,7,7,10,10,10,1,3,3,3,3,5,7,7,10,10,10,25156,26631.0,41071,25948,111865.0,40015,25415.0,118929.0,101192.0,106228.0,77727.0,169718,46539.0,35606.0,26005,78541.0,75489.0,23678.0,24011.0,31013.0,30843.0,37950.0,6,7,3,6,8,12,3,2,0,0,14,18,4,5,42.0,58.0,0,4
2011/2012,14,2011-12-04 00:00:00,37030,8602,8472,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,9,11,36283,40022.0,23334,32581,33138.0,23538,24676.0,25421.0,23225.0,32627.0,23291.0,24064,24150.0,30362.0,30352,36786.0,35443.0,25150.0,160243.0,33468.0,242308.0,36410.0,10,12,6,6,8,7,2,3,0,0,36,27,8,3,48.0,52.0,2,1
2011/2012,15,2011-12-10 00:00:00,31743,9825,8668,1,2,4,6,8,5,4,6,3,5,7,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,5,7,7,10,10,10,1,3,3,3,3,7,7,7,7,9,11,169718,30986.0,35606,46539,26005.0,23678,75489.0,24011.0,31013.0,30843.0,37950.0,31465,24023.0,23268.0,30371,24846.0,77690.0,30839.0,39618.0,10491.0,30876.0,30735.0,7,2,6,6,5,13,2,2,0,0,48,31,7,4,48.0,52.0,1,0
2011/2012,15,2011-12-10 00:00:00,34956,8559,10252,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,23932,191616.0,23783,40128,24728.0,38856,33048.0,155384.0,42183.0,23934.0,30753.0,69650,32870.0,24211.0,24751,24136.0,139671.0,110947.0,38609.0,29581.0,23949.0,23264.0,10,7,8,7,8,7,1,2,0,0,16,20,6,10,48.0,52.0,1,2
2011/2012,15,2011-12-12 00:00:00,57134,8455,8456,1,2,4,6,8,5,4,6,3,5,7,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,5,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11,30859,25925.0,31306,30627,38834.0,212470,79574.0,25923.0,51553.0,30822.0,41468.0,31432,30509.0,39027.0,33086,31291.0,36615.0,23782.0,37459.0,37412.0,38807.0,108808.0,8,2,6,5,11,20,4,2,0,0,16,5,4,1,57.0,43.0,2,1
2011/2012,15,2011-12-10 00:00:00,38860,8650,10172,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,9,11,30660,34036.0,22764,25984,37475.0,33632,156008.0,39109.0,30892.0,37139.0,40636.0,24634,30357.0,24744.0,24740,63520.0,32084.0,24205.0,97657.0,30367.0,38704.0,35338.0,12,1,9,4,11,6,2,0,0,0,27,9,17,5,57.0,43.0,1,0
2011/2012,15,2011-12-10 00:00:00,57464,10260,8602,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,10,10,182917,165823.0,30620,43248,32569.0,35327,34944.0,186137.0,40945.0,30829.0,113836.0,36283,40022.0,34193.0,32581,33138.0,24676.0,35466.0,25421.0,23538.0,23291.0,32627.0,11,6,7,3,9,8,1,0,0,0,22,26,8,3,58.0,42.0,4,1
2011/2012,15,2011-12-10 00:00:00,49357,9850,10261,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,40602,111800.0,33076,24903,23727.0,23528,25070.0,35493.0,23629.0,37166.0,24698.0,24229,24890.0,49571.0,23579,150466.0,39968.0,26160.0,46810.0,33852.0,24225.0,35411.0,7,5,2,3,8,7,3,2,0,1,27,14,7,2,53.0,47.0,4,2
2011/2012,15,2011-12-11 00:00:00,42898,10194,8586,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,9,11,23794,38899.0,38697,40695,47418.0,106910,23253.0,24411.0,24773.0,33881.0,30830.0,30380,159833.0,26108.0,38835,40006.0,30895.0,24223.0,31097.0,31921.0,30840.0,30960.0,3,14,8,7,7,9,2,2,0,0,24,23,7,11,43.0,57.0,2,1
2011/2012,15,2011-12-11 00:00:00,53845,8472,8655,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,9,11,24064,24150.0,24230,30362,36786.0,35443,40563.0,160243.0,30352.0,33468.0,169721.0,30622,241728.0,19020.0,23837,30739.0,30658.0,30342.0,23916.0,16218.0,113631.0,24160.0,7,2,19,2,9,11,2,2,0,0,49,3,9,0,60.0,40.0,2,1
2011/2012,15,2011-12-10 00:00:00,56551,10003,9879,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,37193,,176889,24948,102356.0,23882,23849.0,38831.0,23788.0,23991.0,23286.0,30633,33045.0,30890.0,26777,24130.0,24020.0,25253.0,38229.0,41008.0,30956.0,31907.0,4,7,10,5,7,9,1,1,0,0,18,13,6,5,57.0,43.0,2,0
2011/2012,15,2011-12-10 00:00:00,30074,8659,8528,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,7,11,24147,23922.0,32441,26527,23282.0,23257,71502.0,24171.0,23954.0,25550.0,23293.0,25156,26631.0,41071.0,11736,111865.0,106228.0,40015.0,118929.0,101192.0,25415.0,77727.0,5,5,10,3,13,8,1,1,0,0,38,6,13,2,46.0,54.0,1,2
2011/2012,16,2011-12-18 00:00:00,59724,10252,8650,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,7,11,69650,32870.0,24751,24211,24136.0,139671,78324.0,38609.0,29581.0,139672.0,34466.0,30660,34036.0,22764.0,25984,37475.0,30892.0,156008.0,127130.0,39109.0,33781.0,40636.0,9,8,7,7,5,15,1,2,0,0,13,18,4,10,43.0,57.0,0,2
2011/2012,16,2011-12-17 00:00:00,53844,8655,8659,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,10,10,30622,241728.0,19020,23837,23916.0,113631,30342.0,109621.0,16218.0,213711.0,24160.0,24147,23922.0,32441.0,26527,23282.0,24171.0,71502.0,25005.0,23257.0,25550.0,23293.0,11,6,4,6,5,15,1,1,0,0,15,30,3,7,44.0,56.0,1,2
2011/2012,16,2011-12-17 00:00:00,36570,8668,9850,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,9,11,31465,24023.0,23268,30839,24846.0,24006,30371.0,39618.0,158962.0,30876.0,30735.0,40602,111800.0,33076.0,24903,23727.0,23528.0,25070.0,35493.0,23629.0,37166.0,24698.0,17,0,11,6,9,12,1,1,0,0,39,12,13,0,55.0,45.0,1,1
2011/2012,16,2011-12-17 00:00:00,31879,9879,8559,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,35477,43247.0,30890,26777,24130.0,38229,30338.0,25253.0,30956.0,41008.0,31907.0,23932,191616.0,23783.0,40128,196169.0,155384.0,35532.0,24780.0,33048.0,23934.0,30753.0,10,7,8,9,8,14,1,3,0,0,15,15,8,4,50.0,50.0,2,0
2011/2012,16,2011-12-18 00:00:00,43711,8456,9825,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,5,4,6,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,5,7,7,10,10,10,31432,24208.0,39027,30831,30509.0,36615,23782.0,26181.0,37412.0,37459.0,108808.0,169718,30986.0,35606.0,46539,26005.0,23678.0,75489.0,24011.0,31013.0,30843.0,37950.0,9,10,5,5,14,10,2,3,0,0,31,18,4,6,51.0,49.0,1,0
2011/2012,16,2011-12-17 00:00:00,44791,10261,10003,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,9,11,24229,49571.0,23579,30929,150466.0,39968,26160.0,38373.0,33852.0,35454.0,35411.0,37193,,24948.0,176889,102356.0,38831.0,23849.0,23882.0,23991.0,47558.0,38759.0,6,0,11,4,9,9,1,1,0,0,25,5,9,1,57.0,43.0,0,0
2011/2012,16,2011-12-18 00:00:00,42041,10172,10260,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,9,11,24634,30357.0,23732,24744,63520.0,32084,24205.0,97657.0,30367.0,35338.0,24101.0,182917,165823.0,30620.0,43248,32569.0,35327.0,34944.0,186137.0,40945.0,30829.0,113836.0,4,13,8,8,5,10,1,2,0,0,24,16,5,10,49.0,51.0,0,2
2011/2012,16,2011-12-18 00:00:00,52209,8586,8472,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,9,11,30380,159833.0,30354,38835,40006.0,30895,24223.0,156727.0,31097.0,30840.0,30960.0,24064,24150.0,24230.0,30362,36786.0,35443.0,40563.0,160243.0,30352.0,33468.0,169721.0,7,5,11,3,9,8,1,2,0,0,21,9,6,0,61.0,39.0,1,0
2011/2012,16,2011-12-17 00:00:00,49057,8528,8455,1,1,3,5,7,9,3,5,7,5,5,1,2,4,6,8,5,4,6,3,5,7,1,3,3,3,3,3,7,7,7,9,11,1,3,3,3,3,5,7,7,10,10,10,25156,26631.0,41071,111865,11736.0,25415,101192.0,40015.0,118929.0,106228.0,77727.0,30859,25925.0,31306.0,30627,38834.0,212470.0,30631.0,25923.0,51553.0,30822.0,41468.0,7,4,7,6,8,5,0,0,0,0,12,18,7,5,42.0,58.0,1,1
2011/2012,16,2011-12-17 00:00:00,51146,8602,10194,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,9,11,36283,40022.0,34193,32581,33138.0,23225,31317.0,35466.0,23538.0,23291.0,32627.0,23794,38697.0,38899.0,40695,47418.0,106910.0,24411.0,23253.0,24773.0,33881.0,30830.0,5,3,5,3,13,16,2,3,0,0,23,29,7,5,54.0,46.0,1,2
2011/2012,17,2011-12-21 00:00:00,37201,10172,8472,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,9,11,23265,30357.0,24744,23732,63520.0,24205,97657.0,23070.0,30367.0,32084.0,24101.0,24064,24150.0,24230.0,30362,36786.0,35443.0,25150.0,40563.0,30352.0,33468.0,36410.0,9,7,5,7,10,12,2,2,0,0,20,20,8,11,45.0,55.0,2,3
2011/2012,17,2011-12-22 00:00:00,45397,8586,8455,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,5,4,6,3,5,7,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,5,7,7,10,10,10,30380,159833.0,38835,30354,40006.0,31097,24223.0,156727.0,31921.0,30840.0,30960.0,30859,25925.0,31306.0,30627,38834.0,79574.0,32345.0,25923.0,51553.0,30822.0,41468.0,9,8,6,11,16,7,2,2,0,0,17,11,7,4,56.0,44.0,1,1
2011/2012,17,2011-12-21 00:00:00,47437,8528,8650,1,3,5,7,2,4,6,8,3,4,7,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,7,7,7,7,10,10,10,1,3,3,3,3,7,7,7,7,10,10,25156,11736.0,41071,111865,26631.0,101192,40015.0,25415.0,106228.0,77727.0,118929.0,30660,34036.0,22764.0,25984,37475.0,30892.0,156008.0,39109.0,33632.0,37139.0,40636.0,14,13,5,7,16,12,1,2,0,0,20,29,8,14,41.0,59.0,0,0
2011/2012,17,2011-12-20 00:00:00,30167,8602,9850,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,36283,40022.0,34193,32581,33138.0,23225,35466.0,31317.0,23538.0,34433.0,32627.0,40602,111800.0,33076.0,24903,23727.0,23528.0,25070.0,35493.0,23629.0,37166.0,24698.0,7,12,12,4,5,14,2,2,0,0,23,21,4,6,48.0,52.0,2,2
2011/2012,17,2011-12-21 00:00:00,53442,10252,9825,1,2,4,6,8,1,3,5,7,9,5,1,2,4,6,8,5,4,6,3,5,7,1,3,3,3,3,7,7,7,7,7,11,1,3,3,3,3,5,7,7,10,10,10,69650,32870.0,33863,24211,24136.0,139671,24213.0,161414.0,38609.0,29581.0,23264.0,169718,159594.0,35606.0,46539,26005.0,159596.0,75489.0,24011.0,31013.0,30843.0,37950.0,3,5,7,2,11,8,2,3,0,0,12,14,7,15,57.0,43.0,1,2
2011/2012,17,2011-12-20 00:00:00,59493,8655,8559,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,30622,241728.0,19020,202180,23916.0,109621,30342.0,16218.0,113465.0,113631.0,24160.0,23932,26454.0,23783.0,40128,196169.0,155384.0,24780.0,35532.0,33633.0,41175.0,30753.0,5,2,11,3,10,7,3,0,0,0,29,22,5,9,49.0,51.0,1,2
2011/2012,17,2011-12-21 00:00:00,34044,8668,10003,1,2,4,6,8,2,4,6,8,5,5,1,2,4,6,8,1,3,5,7,9,5,1,3,3,3,3,7,7,7,7,9,11,1,3,3,3,3,7,7,7,7,7,11,31465,24023.0,23268,30839,24846.0,77690,30371.0,39618.0,42714.0,24006.0,30735.0,37193,,176889.0,24948,102356.0,38831.0,23849.0,23882.0,47558.0,23991.0,38759.0,8,3,8,0,7,14,1,2,0,0,17,6,8,2,53.0,47.0,1,0
2011/2012,17,2011-12-21 00:00:00,35397,9879,10260,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,9,11,35477,43247.0,30890,26777,24130.0,38229,30338.0,25253.0,30956.0,41008.0,31907.0,26818,186137.0,165823.0,43248,32569.0,35327.0,24154.0,34944.0,40945.0,30829.0,113836.0,9,7,5,5,8,8,1,0,0,0,9,16,3,10,31.0,69.0,0,5
2011/2012,17,2011-12-21 00:00:00,49196,8456,10194,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,5,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,9,11,31432,24208.0,39027,33086,31291.0,36615,23782.0,37459.0,26181.0,24159.0,37412.0,23794,38697.0,38899.0,23818,47418.0,106910.0,24411.0,97988.0,31953.0,33881.0,30988.0,14,1,4,1,7,7,2,1,0,0,8,10,5,2,64.0,36.0,3,0
